0.000000	0.000000
0.500000	0.487654
1.000000	0.861186
1.500000	1.048368
2.000000	1.022565
2.500000	0.807244
3.000000	0.468216
3.500000	0.095838
4.000000	-0.218121
4.500000	-0.403115
5.000000	-0.426373
5.500000	-0.299447
6.000000	-0.073447
6.500000	0.175562
7.000000	0.367059
7.500000	0.437212
8.000000	0.355341
8.500000	0.131694
9.000000	-0.185243
9.500000	-0.521026
10.000000	-0.793890
10.500000	-0.935027
11.000000	-0.905432
11.500000	-0.705267
12.000000	-0.373555
12.500000	0.021505
13.000000	0.399044
13.500000	0.684665
14.000000	0.827518
14.500000	0.811184
15.000000	0.655930
15.500000	0.412032
16.000000	0.146095
16.500000	-0.076063
17.000000	-0.205614
17.500000	-0.222050
18.000000	-0.136977
18.500000	0.010344
19.000000	0.164355
19.500000	0.268414
20.000000	0.279961
20.500000	0.181798
21.000000	-0.013251
21.500000	-0.265375
22.000000	-0.517600
22.500000	-0.709869
23.000000	-0.793804
23.500000	-0.744513
24.000000	-0.566584
24.500000	-0.292898
25.000000	0.023306
25.500000	0.321034
26.000000	0.545670
26.500000	0.661149
27.000000	0.657316
27.500000	0.550817
28.000000	0.379535
28.500000	0.192148
29.000000	0.035547
29.500000	-0.056713
30.000000	-0.072098
30.500000	-0.021131
31.000000	0.066545
31.500000	0.150919
32.000000	0.192833
32.500000	0.164772
33.000000	0.058507
33.500000	-0.112306
34.000000	-0.315129
34.500000	-0.506349
35.000000	-0.641867
35.500000	-0.687821
36.000000	-0.628809
36.500000	-0.471621
37.000000	-0.243663
37.500000	0.013461
38.000000	0.253551
38.500000	0.436209
39.000000	0.535528
39.500000	0.545019
40.000000	0.477749
40.500000	0.361802
41.000000	0.232386
41.500000	0.122626
42.000000	0.055383
42.500000	0.038101
43.000000	0.061847
43.500000	0.104673
44.000000	0.138286
44.500000	0.136269
45.000000	0.081694
45.500000	-0.027791
46.000000	-0.178681
46.500000	-0.344409
47.000000	-0.491505
47.500000	-0.587542
48.000000	-0.608903
48.500000	-0.546471
49.000000	-0.407870
49.500000	-0.215786
50.000000	-0.002830
50.500000	0.195764
51.000000	0.349783
51.500000	0.440230
52.000000	0.462619
52.500000	0.426714
53.000000	0.352920
53.500000	0.266352
54.000000	0.190149
54.500000	0.139721
55.000000	0.119325
55.500000	0.121765
56.000000	0.131164
56.500000	0.128012
57.000000	0.095132
57.500000	0.023000
58.000000	-0.086951
58.500000	-0.221875
59.000000	-0.360023
59.500000	-0.475572
60.000000	-0.544581
60.500000	-0.550609
61.000000	-0.488621
61.500000	-0.366267
62.000000	-0.202259
62.500000	-0.022290
63.000000	0.146506
63.500000	0.281179
64.000000	0.367389
64.500000	0.401603
65.000000	0.390676
65.500000	0.349028
66.000000	0.294236
66.500000	0.242214
67.000000	0.203192
67.500000	0.179492
68.000000	0.165582
68.500000	0.150322
69.000000	0.120745
69.500000	0.066342
70.000000	-0.017268
70.500000	-0.126267
71.000000	-0.248690
71.500000	-0.366613
72.000000	-0.459938
72.500000	-0.510860
73.000000	-0.507912
73.500000	-0.448643
74.000000	-0.340275
74.500000	-0.198235
75.000000	-0.042915
75.500000	0.104514
76.000000	0.226265
76.500000	0.311095
77.000000	0.355791
77.500000	0.364716
78.000000	0.347654
78.500000	0.316565
79.000000	0.282139
79.500000	0.251021
80.000000	0.224391
80.500000	0.198206
81.000000	0.164984
81.500000	0.116597
82.000000	0.047325
82.500000	-0.043671
83.000000	-0.151117
83.500000	-0.263971
84.000000	-0.367311
84.500000	-0.445295
85.000000	-0.484515
85.500000	-0.476917
86.000000	-0.421620
86.500000	-0.325198
87.000000	-0.200385
87.500000	-0.063533
88.000000	0.068575
88.500000	0.181799
89.000000	0.266933
89.500000	0.320714
90.000000	0.345422
90.500000	0.347260
91.000000	0.334007
91.500000	0.312580
92.000000	0.287145
92.500000	0.258237
93.000000	0.223083
93.500000	0.176988
94.000000	0.115386
94.500000	0.035968
95.000000	-0.059687
95.500000	-0.165450
96.000000	-0.271157
96.500000	-0.364210
97.000000	-0.431906
97.500000	-0.463963
98.000000	-0.454629
98.500000	-0.403921
99.000000	-0.317674
99.500000	-0.206444
