6.156090613394289007e-02,6.156090613394286926e-02,6.156090613394288313e-02,6.156090613394284150e-02,6.156090613394282762e-02,6.156090613394287619e-02,6.156090613394283456e-02,6.156090613394278599e-02,6.156090613394295252e-02,6.156090613394289007e-02,6.156090613394284150e-02,6.156090613394279987e-02,6.156090613394296640e-02,6.156090613394286926e-02,6.156090613394283456e-02,6.156090613394282068e-02,6.156090613394288313e-02,6.156090613394293171e-02,6.156090613394295252e-02,6.156090613394276517e-02,6.156090613394302885e-02,6.156090613394280681e-02,6.156090613394291089e-02,6.156090613394268191e-02,6.156090613394291089e-02,6.156090613394290395e-02,6.156090613394300110e-02,6.156090613394264721e-02,6.156090613394297334e-02,6.156090613394271660e-02,6.156090613394289701e-02,6.156090613394281374e-02,6.156090613394282068e-02,6.156090613394303579e-02,6.156090613394264721e-02,6.156090613394291089e-02,6.156090613394286926e-02,6.156090613394293171e-02,6.156090613394284150e-02,6.156090613394263333e-02,6.156090613394303579e-02,6.156090613394309130e-02,6.156090613394242517e-02,6.156090613394286232e-02,6.156090613394285538e-02,6.156090613394310518e-02,6.156090613394274436e-02,6.156090613394269578e-02
6.156090613394284844e-02,6.156090613394280681e-02,6.156090613394283456e-02,6.156090613394279293e-02,6.156090613394277905e-02,6.156090613394285538e-02,6.156090613394282762e-02,6.156090613394273048e-02,6.156090613394289007e-02,6.156090613394284150e-02,6.156090613394280681e-02,6.156090613394275129e-02,6.156090613394289007e-02,6.156090613394279987e-02,6.156090613394277905e-02,6.156090613394274436e-02,6.156090613394282068e-02,6.156090613394287619e-02,6.156090613394293171e-02,6.156090613394271660e-02,6.156090613394298722e-02,6.156090613394275823e-02,6.156090613394285538e-02,6.156090613394260558e-02,6.156090613394282762e-02,6.156090613394286926e-02,6.156090613394296640e-02,6.156090613394257782e-02,6.156090613394292477e-02,6.156090613394266109e-02,6.156090613394285538e-02,6.156090613394275129e-02,6.156090613394276517e-02,6.156090613394300803e-02,6.156090613394260558e-02,6.156090613394285538e-02,6.156090613394284844e-02,6.156090613394286926e-02,6.156090613394281374e-02,6.156090613394259864e-02,6.156090613394297334e-02,6.156090613394308436e-02,6.156090613394236272e-02,6.156090613394280681e-02,6.156090613394284844e-02,6.156090613394306355e-02,6.156090613394270272e-02,6.156090613394263333e-02
6.156090613394284150e-02,6.156090613394286232e-02,6.156090613394287619e-02,6.156090613394283456e-02,6.156090613394280681e-02,6.156090613394286926e-02,6.156090613394283456e-02,6.156090613394276517e-02,6.156090613394294558e-02,6.156090613394286926e-02,6.156090613394282068e-02,6.156090613394277905e-02,6.156090613394291783e-02,6.156090613394284150e-02,6.156090613394282068e-02,6.156090613394276517e-02,6.156090613394283456e-02,6.156090613394289701e-02,6.156090613394293171e-02,6.156090613394273048e-02,6.156090613394302191e-02,6.156090613394277211e-02,6.156090613394291089e-02,6.156090613394265415e-02,6.156090613394286926e-02,6.156090613394291089e-02,6.156090613394301497e-02,6.156090613394262639e-02,6.156090613394298028e-02,6.156090613394266803e-02,6.156090613394288313e-02,6.156090613394274436e-02,6.156090613394280681e-02,6.156090613394302191e-02,6.156090613394261252e-02,6.156090613394289007e-02,6.156090613394288313e-02,6.156090613394294558e-02,6.156090613394285538e-02,6.156090613394260558e-02,6.156090613394300110e-02,6.156090613394315375e-02,6.156090613394242517e-02,6.156090613394283456e-02,6.156090613394285538e-02,6.156090613394309130e-02,6.156090613394273048e-02,6.156090613394265415e-02
6.156090613394283456e-02,6.156090613394282068e-02,6.156090613394280681e-02,6.156090613394277905e-02,6.156090613394279987e-02,6.156090613394284844e-02,6.156090613394279987e-02,6.156090613394273742e-02,6.156090613394293171e-02,6.156090613394284844e-02,6.156090613394279987e-02,6.156090613394276517e-02,6.156090613394290395e-02,6.156090613394281374e-02,6.156090613394277905e-02,6.156090613394273048e-02,6.156090613394282068e-02,6.156090613394287619e-02,6.156090613394289701e-02,6.156090613394270966e-02,6.156090613394300803e-02,6.156090613394275823e-02,6.156090613394285538e-02,6.156090613394264027e-02,6.156090613394285538e-02,6.156090613394291089e-02,6.156090613394298722e-02,6.156090613394258476e-02,6.156090613394293171e-02,6.156090613394265415e-02,6.156090613394286926e-02,6.156090613394275129e-02,6.156090613394277211e-02,6.156090613394299416e-02,6.156090613394257088e-02,6.156090613394287619e-02,6.156090613394284844e-02,6.156090613394289701e-02,6.156090613394282762e-02,6.156090613394260558e-02,6.156090613394298028e-02,6.156090613394311212e-02,6.156090613394239741e-02,6.156090613394281374e-02,6.156090613394283456e-02,6.156090613394305661e-02,6.156090613394268884e-02,6.156090613394263333e-02
6.156090613394281374e-02,6.156090613394275823e-02,6.156090613394276517e-02,6.156090613394276517e-02,6.156090613394276517e-02,6.156090613394279987e-02,6.156090613394276517e-02,6.156090613394269578e-02,6.156090613394287619e-02,6.156090613394280681e-02,6.156090613394277211e-02,6.156090613394272354e-02,6.156090613394287619e-02,6.156090613394277905e-02,6.156090613394275129e-02,6.156090613394270272e-02,6.156090613394280681e-02,6.156090613394282762e-02,6.156090613394287619e-02,6.156090613394267497e-02,6.156090613394295252e-02,6.156090613394271660e-02,6.156090613394282068e-02,6.156090613394259864e-02,6.156090613394281374e-02,6.156090613394284844e-02,6.156090613394293865e-02,6.156090613394257088e-02,6.156090613394287619e-02,6.156090613394265415e-02,6.156090613394282068e-02,6.156090613394271660e-02,6.156090613394273742e-02,6.156090613394296640e-02,6.156090613394257088e-02,6.156090613394286232e-02,6.156090613394282068e-02,6.156090613394284844e-02,6.156090613394280681e-02,6.156090613394257088e-02,6.156090613394293171e-02,6.156090613394307048e-02,6.156090613394236272e-02,6.156090613394277905e-02,6.156090613394281374e-02,6.156090613394302885e-02,6.156090613394268191e-02,6.156090613394257782e-02
6.156090613394282762e-02,6.156090613394282068e-02,6.156090613394283456e-02,6.156090613394280681e-02,6.156090613394279293e-02,6.156090613394282762e-02,6.156090613394280681e-02,6.156090613394272354e-02,6.156090613394290395e-02,6.156090613394286926e-02,6.156090613394281374e-02,6.156090613394273742e-02,6.156090613394290395e-02,6.156090613394281374e-02,6.156090613394278599e-02,6.156090613394275129e-02,6.156090613394282068e-02,6.156090613394289701e-02,6.156090613394295252e-02,6.156090613394270272e-02,6.156090613394299416e-02,6.156090613394275129e-02,6.156090613394285538e-02,6.156090613394261946e-02,6.156090613394289007e-02,6.156090613394289007e-02,6.156090613394298028e-02,6.156090613394259864e-02,6.156090613394293171e-02,6.156090613394266803e-02,6.156090613394283456e-02,6.156090613394274436e-02,6.156090613394275129e-02,6.156090613394299416e-02,6.156090613394259170e-02,6.156090613394288313e-02,6.156090613394285538e-02,6.156090613394289007e-02,6.156090613394280681e-02,6.156090613394258476e-02,6.156090613394297334e-02,6.156090613394310518e-02,6.156090613394238353e-02,6.156090613394281374e-02,6.156090613394284844e-02,6.156090613394307048e-02,6.156090613394270272e-02,6.156090613394262639e-02
6.156090613394284844e-02,6.156090613394280681e-02,6.156090613394281374e-02,6.156090613394279293e-02,6.156090613394277905e-02,6.156090613394283456e-02,6.156090613394281374e-02,6.156090613394272354e-02,6.156090613394289007e-02,6.156090613394282762e-02,6.156090613394280681e-02,6.156090613394275129e-02,6.156090613394291089e-02,6.156090613394279987e-02,6.156090613394275129e-02,6.156090613394272354e-02,6.156090613394280681e-02,6.156090613394286926e-02,6.156090613394291783e-02,6.156090613394269578e-02,6.156090613394299416e-02,6.156090613394273742e-02,6.156090613394286926e-02,6.156090613394261252e-02,6.156090613394280681e-02,6.156090613394287619e-02,6.156090613394295252e-02,6.156090613394260558e-02,6.156090613394291089e-02,6.156090613394264721e-02,6.156090613394285538e-02,6.156090613394273048e-02,6.156090613394275823e-02,6.156090613394298028e-02,6.156090613394255007e-02,6.156090613394282762e-02,6.156090613394282762e-02,6.156090613394291089e-02,6.156090613394278599e-02,6.156090613394259864e-02,6.156090613394295946e-02,6.156090613394309824e-02,6.156090613394236272e-02,6.156090613394279987e-02,6.156090613394280681e-02,6.156090613394305661e-02,6.156090613394270966e-02,6.156090613394261946e-02
6.156090613394285538e-02,6.156090613394281374e-02,6.156090613394283456e-02,6.156090613394281374e-02,6.156090613394281374e-02,6.156090613394285538e-02,6.156090613394279293e-02,6.156090613394273048e-02,6.156090613394290395e-02,6.156090613394286232e-02,6.156090613394278599e-02,6.156090613394273742e-02,6.156090613394291089e-02,6.156090613394282068e-02,6.156090613394281374e-02,6.156090613394275129e-02,6.156090613394282762e-02,6.156090613394289007e-02,6.156090613394293171e-02,6.156090613394273048e-02,6.156090613394300110e-02,6.156090613394273048e-02,6.156090613394289007e-02,6.156090613394263333e-02,6.156090613394286232e-02,6.156090613394289701e-02,6.156090613394297334e-02,6.156090613394261946e-02,6.156090613394295252e-02,6.156090613394265415e-02,6.156090613394288313e-02,6.156090613394277211e-02,6.156090613394277211e-02,6.156090613394300110e-02,6.156090613394259864e-02,6.156090613394286926e-02,6.156090613394286232e-02,6.156090613394292477e-02,6.156090613394282762e-02,6.156090613394261946e-02,6.156090613394295946e-02,6.156090613394311212e-02,6.156090613394238353e-02,6.156090613394280681e-02,6.156090613394286926e-02,6.156090613394309130e-02,6.156090613394270272e-02,6.156090613394264027e-02
6.156090613394286926e-02,6.156090613394282762e-02,6.156090613394278599e-02,6.156090613394279293e-02,6.156090613394279987e-02,6.156090613394285538e-02,6.156090613394280681e-02,6.156090613394274436e-02,6.156090613394293865e-02,6.156090613394285538e-02,6.156090613394284844e-02,6.156090613394277905e-02,6.156090613394291089e-02,6.156090613394282068e-02,6.156090613394281374e-02,6.156090613394275823e-02,6.156090613394288313e-02,6.156090613394289007e-02,6.156090613394291089e-02,6.156090613394268884e-02,6.156090613394300110e-02,6.156090613394277211e-02,6.156090613394287619e-02,6.156090613394263333e-02,6.156090613394290395e-02,6.156090613394291783e-02,6.156090613394300110e-02,6.156090613394261252e-02,6.156090613394295252e-02,6.156090613394267497e-02,6.156090613394288313e-02,6.156090613394276517e-02,6.156090613394278599e-02,6.156090613394300110e-02,6.156090613394258476e-02,6.156090613394288313e-02,6.156090613394284844e-02,6.156090613394289701e-02,6.156090613394282068e-02,6.156090613394258476e-02,6.156090613394300803e-02,6.156090613394311906e-02,6.156090613394240435e-02,6.156090613394282762e-02,6.156090613394285538e-02,6.156090613394308436e-02,6.156090613394273742e-02,6.156090613394264027e-02
6.156090613394289007e-02,6.156090613394284150e-02,6.156090613394285538e-02,6.156090613394281374e-02,6.156090613394280681e-02,6.156090613394288313e-02,6.156090613394284150e-02,6.156090613394275823e-02,6.156090613394291783e-02,6.156090613394291783e-02,6.156090613394285538e-02,6.156090613394280681e-02,6.156090613394295252e-02,6.156090613394285538e-02,6.156090613394282068e-02,6.156090613394278599e-02,6.156090613394290395e-02,6.156090613394291783e-02,6.156090613394296640e-02,6.156090613394273048e-02,6.156090613394303579e-02,6.156090613394278599e-02,6.156090613394290395e-02,6.156090613394264721e-02,6.156090613394291783e-02,6.156090613394293865e-02,6.156090613394299416e-02,6.156090613394261946e-02,6.156090613394298722e-02,6.156090613394269578e-02,6.156090613394290395e-02,6.156090613394278599e-02,6.156090613394279987e-02,6.156090613394302191e-02,6.156090613394262639e-02,6.156090613394291783e-02,6.156090613394289007e-02,6.156090613394294558e-02,6.156090613394286926e-02,6.156090613394264027e-02,6.156090613394299416e-02,6.156090613394312600e-02,6.156090613394241129e-02,6.156090613394284150e-02,6.156090613394290395e-02,6.156090613394309824e-02,6.156090613394273048e-02,6.156090613394264721e-02
