0.000000,0.000000
0.000500,0.002479
0.001000,0.004835
0.001500,0.006950
0.002000,0.008719
0.002500,0.010054
0.003000,0.010888
0.003500,0.011180
0.004000,0.010916
0.004500,0.010108
0.005000,0.008796
0.005500,0.007047
0.006000,0.004947
0.006500,0.002601
0.007000,0.000125
0.007500,-0.002357
0.008000,-0.004722
0.008500,-0.006852
0.009000,-0.008640
0.009500,-0.009998
0.010000,-0.010859
0.010500,-0.011179
0.011000,-0.010942
0.011500,-0.010160
0.012000,-0.008873
0.012500,-0.007144
0.013000,-0.005059
0.013500,-0.002722
0.014000,-0.000250
0.014500,0.002235
0.015000,0.004609
0.015500,0.006753
0.016000,0.008560
0.016500,0.009942
0.017000,0.010828
0.017500,0.011176
0.018000,0.010967
0.018500,0.010212
0.019000,0.008948
0.019500,0.007239
0.020000,0.005170
0.020500,0.002843
0.021000,0.000374
0.021500,-0.002113
0.022000,-0.004495
0.022500,-0.006653
0.023000,-0.008479
0.023500,-0.009884
0.024000,-0.010796
0.024500,-0.011171
0.025000,-0.010990
0.025500,-0.010262
0.026000,-0.009022
0.026500,-0.007334
0.027000,-0.005280
0.027500,-0.002963
0.028000,-0.000499
0.028500,0.001990
0.029000,0.004380
0.029500,0.006552
0.030000,0.008397
0.030500,0.009825
0.031000,0.010763
0.031500,0.011166
0.032000,0.011012
0.032500,0.010310
0.033000,0.009095
0.033500,0.007427
0.034000,0.005389
0.034500,0.003083
0.035000,0.000624
0.035500,-0.001867
0.036000,-0.004265
0.036500,-0.006450
0.037000,-0.008314
0.037500,-0.009765
0.038000,-0.010729
0.038500,-0.011159
0.039000,-0.011033
0.039500,-0.010358
0.040000,-0.009167
0.040500,-0.007520
0.041000,-0.005498
0.041500,-0.003203
0.042000,-0.000748
0.042500,0.001744
0.043000,0.004149
0.043500,0.006348
0.044000,0.008230
0.044500,0.009703
0.045000,0.010693
0.045500,0.011150
0.046000,0.011052
0.046500,0.010404
0.047000,0.009238
0.047500,0.007612
0.048000,0.005607
0.048500,0.003322
0.049000,0.000873
0.049500,-0.001621
0.050000,-0.004033
0.050500,-0.006245
0.051000,-0.008145
0.051500,-0.009640
0.052000,-0.010656
0.052500,-0.011140
0.053000,-0.011070
0.053500,-0.010449
0.054000,-0.009307
0.054500,-0.007702
0.055000,-0.005714
0.055500,-0.003441
0.056000,-0.000997
0.056500,0.001497
0.057000,0.003916
0.057500,0.006141
0.058000,0.008059
0.058500,0.009577
0.059000,0.010617
0.059500,0.011129
0.060000,0.011087
0.060500,0.010492
0.061000,0.009376
0.061500,0.007792
0.062000,0.005821
0.062500,0.003560
0.063000,0.001121
0.063500,-0.001373
0.064000,-0.003799
0.064500,-0.006036
0.065000,-0.007972
0.065500,-0.009511
0.066000,-0.010577
0.066500,-0.011116
0.067000,-0.011102
0.067500,-0.010535
0.068000,-0.009443
0.068500,-0.007881
0.069000,-0.005927
0.069500,-0.003678
0.070000,-0.001245
0.070500,0.001249
0.071000,0.003682
0.071500,0.005930
0.072000,0.007884
0.072500,0.009445
0.073000,0.010536
0.073500,0.011102
0.074000,0.011116
0.074500,0.010576
0.075000,0.009509
0.075500,0.007969
0.076000,0.006032
0.076500,0.003795
0.077000,0.001369
0.077500,-0.001125
0.078000,-0.003563
0.078500,-0.005824
0.079000,-0.007795
0.079500,-0.009378
0.080000,-0.010494
0.080500,-0.011087
0.081000,-0.011128
0.081500,-0.010615
0.082000,-0.009574
0.082500,-0.008056
0.083000,-0.006137
0.083500,-0.003912
0.084000,-0.001493
0.084500,0.001001
0.085000,0.003445
0.085500,0.005717
0.086000,0.007705
0.086500,0.009309
0.087000,0.010450
0.087500,0.011070
0.088000,0.011139
0.088500,0.010654
0.089000,0.009638
0.089500,0.008142
0.090000,0.006241
0.090500,0.004029
0.091000,0.001616
0.091500,-0.000877
0.092000,-0.003326
0.092500,-0.005610
0.093000,-0.007614
0.093500,-0.009239
0.094000,-0.010405
0.094500,-0.011052
0.095000,-0.011149
0.095500,-0.010691
0.096000,-0.009700
0.096500,-0.008227
0.097000,-0.006344
0.097500,-0.004145
0.098000,-0.001740
0.098500,0.000752
0.099000,0.003207
0.099500,0.005501
0.100000,0.007522
0.100500,0.009168
0.101000,0.010358
0.101500,0.011032
0.102000,0.011157
0.102500,0.010726
0.103000,0.009761
0.103500,0.008311
0.104000,0.006446
0.104500,0.004260
0.105000,0.001863
0.105500,-0.000628
0.106000,-0.003087
0.106500,-0.005392
0.107000,-0.007429
0.107500,-0.009096
0.108000,-0.010311
0.108500,-0.011011
