1.555639667028466955e-01,2.168054906113144054e-01,2.781970998657196104e-01,3.397457286808031607e-01,3.993480735721584574e-01,4.415035308998352392e-01,4.680448323806068456e-01,4.922201179061407306e-01,5.078369596521044027e-01,5.242644927645786490e-01,5.626652365234299236e-01,6.135283343858605187e-01,6.499145189328281447e-01,6.649126791814655713e-01,6.431438402609274130e-01,6.109194103535512399e-01,5.559190832811174987e-01,5.007808525416929113e-01,4.494044421161227931e-01,4.016964424815287482e-01,3.503601541206949332e-01,2.988611361938205424e-01,2.542135576766654248e-01,2.068916555944720626e-01,1.605730497741513496e-01,1.080416224545219933e-01,4.673110976679784034e-02,-3.696322768848602121e-03,-5.569341008561223133e-02,-8.463760268523973229e-02,-1.107644374140544924e-01,-1.563869753782981542e-01,-2.058269296486338051e-01,-2.563590000691681192e-01,-2.884094376940327109e-01,-2.753650156870128263e-01,-3.130809506678495779e-01,-2.840574930210644222e-01,-2.944398804154331195e-01,-2.670003396203944890e-01,-2.838677032177080450e-01,-2.590152135107475218e-01,-2.328067133699527891e-01,-1.857027392196529680e-01,-1.242886509865888250e-01,-6.492711898648088897e-02,-6.027128417746918307e-03,4.381673655977345178e-02,9.543655895069363959e-02,1.555639667028464734e-01
1.461667325439318099e-01,2.077761277705600373e-01,2.693140180484985269e-01,3.307223133921504132e-01,3.897489662007304068e-01,4.346704041555933262e-01,4.637746111675176697e-01,4.889663458892247183e-01,5.057744896208984375e-01,5.202656841376692709e-01,5.581485929955446457e-01,6.099363819259431274e-01,6.429313629742957614e-01,6.544474313439745394e-01,6.353917252621933409e-01,6.038078433379101551e-01,5.491769817481636506e-01,4.944961379848711869e-01,4.453467962833079219e-01,3.975287365060735101e-01,3.462945638933532799e-01,2.946015044378637038e-01,2.489912340830212900e-01,2.002748803525037646e-01,1.518107256758100543e-01,9.752526311229749167e-02,3.595151696898199467e-02,-1.700706888676902645e-02,-6.511925037117982651e-02,-9.657276058619045089e-02,-1.212930367289272865e-01,-1.676379887002608926e-01,-2.179578714881582335e-01,-2.691900841101562136e-01,-2.960884250953633723e-01,-2.861869029467421499e-01,-3.243552024930974054e-01,-2.955271761625903326e-01,-3.045305224953571144e-01,-2.776084548695746945e-01,-2.946916574622049367e-01,-2.656464059574522585e-01,-2.372544329999354829e-01,-1.973178931020285742e-01,-1.359240969819902889e-01,-7.654681577368502299e-02,-1.593030689827831456e-02,3.266689342077704755e-02,8.629004122720977665e-02,1.461667325439315879e-01
1.360145537742614985e-01,1.975081492333584376e-01,2.589318002737867608e-01,3.191646376125984452e-01,3.780321739954076721e-01,4.250760822506483572e-01,4.571604249366308936e-01,4.840626721181893188e-01,5.021497918408263095e-01,5.166031604833378754e-01,5.541922412709584522e-01,6.064456234761629316e-01,6.348685132055301716e-01,6.439200934636458706e-01,6.273778584507142542e-01,5.952545496654420010e-01,5.413323548430206689e-01,4.874981397570749553e-01,4.402167572873411650e-01,3.926424769574684559e-01,3.414894549881356545e-01,2.904751389986154897e-01,2.428326402099570958e-01,1.927976115907102661e-01,1.430474068880116800e-01,8.733829764563531828e-02,2.576254363269716782e-02,-2.927593877131170683e-02,-7.506803184580354560e-02,-1.069344671455822737e-01,-1.316099176666539750e-01,-1.788746951527497020e-01,-2.302575218485216901e-01,-2.810332892849232711e-01,-3.039155833482753977e-01,-2.974914622150153232e-01,-3.350576597528804879e-01,-3.073103173548978329e-01,-3.151093708964301521e-01,-2.883820538976063497e-01,-3.045657325736745302e-01,-2.728574197694280667e-01,-2.416057134760513647e-01,-2.074847408233993218e-01,-1.463226727459903675e-01,-8.697375346379414285e-02,-2.576280907987925708e-02,2.161567652761397021e-02,7.738795142117939341e-02,1.360145537742613320e-01
1.259539362423741926e-01,1.874270465435293465e-01,2.486503004662642957e-01,3.076094456546492606e-01,3.663524581986155049e-01,4.160954000272281683e-01,4.510214843172903332e-01,4.792277467893040210e-01,4.983177165360392902e-01,5.129787694757258487e-01,5.501032833846024594e-01,6.022265902181755948e-01,6.265589229345922551e-01,6.332368357941873249e-01,6.186297947731460578e-01,5.866880747395126772e-01,5.335554646072381280e-01,4.811877631258962840e-01,4.354346869406041654e-01,3.874916883371685716e-01,3.366297811902315140e-01,2.862327533065111007e-01,2.369129978218325050e-01,1.864995825277282471e-01,1.348226031870139174e-01,7.788794197531737074e-02,1.632865943510674461e-02,-4.027732598479945997e-02,-8.595989105469248326e-02,-1.176450910447036508e-01,-1.426802557149715600e-01,-1.904645112088602932e-01,-2.425745511629154028e-01,-2.924285821621256387e-01,-3.124620328675284942e-01,-3.092022669773347165e-01,-3.455969649969615198e-01,-3.192969681208511767e-01,-3.261582508009330250e-01,-2.994370059432056586e-01,-3.145977915490700272e-01,-2.812815439241228010e-01,-2.479937498632611148e-01,-2.169104426818584952e-01,-1.564180981476973875e-01,-9.715630593862942255e-02,-3.569696250265068371e-02,1.189383274838557748e-02,6.812784771100814651e-02,1.259539362423739706e-01
1.163889377868052716e-01,1.778951377380746657e-01,2.388746212258685275e-01,2.969698174466725571e-01,3.553140625221967719e-01,4.069476114304949599e-01,4.440836453878737600e-01,4.739229222586454071e-01,4.947757645711972629e-01,5.096598766799703695e-01,5.459442346156571091e-01,5.973354048521525295e-01,6.184270944869848519e-01,6.226193331602236647e-01,6.097440298796726887e-01,5.778847139543871192e-01,5.260628430917174692e-01,4.751966956048965796e-01,4.303638613854385842e-01,3.830227715866567073e-01,3.320208802944528692e-01,2.812766391345511985e-01,2.315541499879670839e-01,1.801176458314136530e-01,1.270529927994805408e-01,6.925152851869953441e-02,7.788017033343756085e-03,-5.026868118476158359e-02,-9.653451792290290712e-02,-1.286472882856981859e-01,-1.542138426105923166e-01,-2.026041602562232979e-01,-2.549620458415421953e-01,-3.035801683322463806e-01,-3.215471959906179289e-01,-3.209905359881718989e-01,-3.561254447829177439e-01,-3.312678559362607911e-01,-3.373602532319182612e-01,-3.106673404393202609e-01,-3.246987545981534495e-01,-2.901637062444156201e-01,-2.558751915838843316e-01,-2.261121710930517059e-01,-1.667113639296426975e-01,-1.073204378155022953e-01,-4.581766825829283740e-02,2.695634639606953910e-03,5.859782397094970285e-02,1.163889377868051606e-01
1.070904414208358746e-01,1.686251351577368607e-01,2.292303739583018141e-01,2.867093486244180478e-01,3.447796004669412828e-01,3.974339680005424813e-01,4.367934858584099911e-01,4.677569047982203521e-01,4.907704245189374315e-01,5.062464460369233699e-01,5.413127666504342628e-01,5.917444297394209851e-01,6.093759141522910872e-01,6.119288520871466464e-01,6.005371118642858219e-01,5.690334466059520091e-01,5.188982294763060388e-01,4.696633808780955599e-01,4.252931810891295572e-01,3.785688938460312070e-01,3.276157400501120698e-01,2.763366704492671855e-01,2.261658291333467907e-01,1.737717927565748666e-01,1.195533901773346563e-01,6.096941267747611054e-02,-3.626086751769547049e-04,-5.946333035595426780e-02,-1.064384614182323080e-01,-1.399306648634630057e-01,-1.661347150544811024e-01,-2.149554355680183548e-01,-2.673804966850260589e-01,-3.146204592237170083e-01,-3.311143614878084840e-01,-3.327007733122155364e-01,-3.665481350660962923e-01,-3.432135656098290744e-01,-3.487372982612538252e-01,-3.219673193241218700e-01,-3.346154610786200578e-01,-2.994524829430612045e-01,-2.648862412518074860e-01,-2.349789889335122950e-01,-1.768242617166359554e-01,-1.175109749584280772e-01,-5.601731023594447995e-02,-6.664961402989399292e-03,4.896771410415666492e-02,1.070904414208358468e-01
9.800450812735723993e-02,1.595546732463016260e-01,2.199645810841464877e-01,2.769935003128848328e-01,3.348425043787076616e-01,3.881300089852184332e-01,4.292336929418597014e-01,4.610489649787317679e-01,4.861797523348496131e-01,5.026011254175389853e-01,5.363448785210518377e-01,5.855427725373995029e-01,5.999263549715928567e-01,6.012120343071665207e-01,5.906894024409998778e-01,5.599978254052729865e-01,5.117144833801788861e-01,4.637362008551910164e-01,4.206257954858917403e-01,3.737324111614140909e-01,3.232626502727644069e-01,2.715405188922698776e-01,2.204515039713434987e-01,1.673689253856367187e-01,1.122439093895301054e-01,5.290305044000156304e-02,-8.244283241899253920e-03,-6.799205221424585444e-02,-1.160037731472116085e-01,-1.513288894624882919e-01,-1.782718467710052157e-01,-2.274109688561735398e-01,-2.796053893235119769e-01,-3.252862106625370453e-01,-3.410651898233662549e-01,-3.444362907981681210e-01,-3.770014711113010564e-01,-3.549806269258048985e-01,-3.602117215874438005e-01,-3.333357031071710330e-01,-3.446444608809571264e-01,-3.090984531446531181e-01,-2.746964150964688045e-01,-2.438323076958642532e-01,-1.869410907093131957e-01,-1.279367532783944883e-01,-6.651431088668574576e-02,-1.619650509574805872e-02,3.932877978372402439e-02,9.800450812735710115e-02
8.896197592521769282e-02,1.505618151884819955e-01,2.109060531840211972e-01,2.676618418146564649e-01,3.252626986468052928e-01,3.791220132013646826e-01,4.213894436682440459e-01,4.541115621024430782e-01,4.810527101921208137e-01,4.987494643096005431e-01,5.311305958538620198e-01,5.787444048892320669e-01,5.899400750823748929e-01,5.903037786644076412e-01,5.806968240368720613e-01,5.507928766404937004e-01,5.043818580875459867e-01,4.575959935037605675e-01,4.158431308129355020e-01,3.688425968204078198e-01,3.186091908052232080e-01,2.664988112779993479e-01,2.148223772880111793e-01,1.609720503252142498e-01,1.049558767027038986e-01,4.511043639880474299e-02,-1.580754605275551741e-02,-7.591070828830213946e-02,-1.251222303926586565e-01,-1.625129888066317585e-01,-1.905706343267744851e-01,-2.398461033214185634e-01,-2.916756085948407629e-01,-3.358429340370948091e-01,-3.512058130883015661e-01,-3.561770670607376510e-01,-3.874050115299166874e-01,-3.668319272821840005e-01,-3.717813401619782243e-01,-3.450369653165181183e-01,-3.545028028809034670e-01,-3.188716519937507821e-01,-2.847959564832114876e-01,-2.526578867354697389e-01,-1.969803283022931728e-01,-1.383835887118992913e-01,-7.703666834862790691e-02,-2.603901923116090991e-02,2.976706258323942936e-02,8.896197592521752628e-02
7.994614664070190391e-02,1.415291934428772602e-01,2.016398348795832851e-01,2.583990617555935176e-01,3.159056952803833140e-01,3.699177805112509043e-01,4.133280243083157224e-01,4.469477658101144169e-01,4.757289320686514111e-01,4.945091137831219563e-01,5.255174532600858095e-01,5.711026941935138934e-01,5.797570924361054034e-01,5.795917558228226296e-01,5.703393449947931071e-01,5.415336095440425046e-01,4.969324395482093149e-01,4.516327449319749721e-01,4.106333269424728982e-01,3.638278891815855953e-01,3.137045796602548897e-01,2.613687264442851599e-01,2.092490748119550936e-01,1.544616269942408193e-01,9.785582828326203075e-02,3.750275185850859144e-02,-2.325873848649673975e-02,-8.359352562984903590e-02,-1.337169113987120572e-01,-1.736119126338501739e-01,-2.031086952763283271e-01,-2.523310012292491189e-01,-3.034840098511864537e-01,-3.461620379618951526e-01,-3.615970868548296080e-01,-3.680016004962894938e-01,-3.976643756765025350e-01,-3.788583677495703239e-01,-3.832456447874617589e-01,-3.567544731305934969e-01,-3.640993012237671578e-01,-3.285542640324017327e-01,-2.945391124875497146e-01,-2.611330713101822631e-01,-2.067739525853339866e-01,-1.486514153669430960e-01,-8.744884183085988028e-02,-3.599655593969035977e-02,2.036819138855110525e-02,7.994614664070173737e-02
7.107717491100615237e-02,1.326254219029410486e-01,1.925368041121846840e-01,2.492961629090406361e-01,3.066806062382675391e-01,3.605188718077428911e-01,4.052350420917792961e-01,4.396899625413966950e-01,4.698359992746348190e-01,4.903691109910913726e-01,5.197177077124404132e-01,5.628104656484927970e-01,5.693756358275847695e-01,5.687449874719562315e-01,5.599017276998375925e-01,5.320632275108001519e-01,4.894095160375345199e-01,4.461142418685024036e-01,4.051580459675018786e-01,3.587175836189893108e-01,3.087166697097456503e-01,2.560538297454565404e-01,2.034070609174993272e-01,1.479857977295822025e-01,9.071502631540034889e-02,2.999948701099346485e-02,-3.066950860353282599e-02,-9.109776427910705465e-02,-1.423711058445709665e-01,-1.843550234042632685e-01,-2.158835216053469341e-01,-2.647602174326454949e-01,-3.150765700836731797e-01,-3.562311646185362113e-01,-3.720741617963719827e-01,-3.799023380746239797e-01,-4.079444038498599157e-01,-3.908195625088266567e-01,-3.946876588120593610e-01,-3.688826201448825448e-01,-3.735940341736840309e-01,-3.381387445381925927e-01,-3.042690208110542249e-01,-2.699466484488381446e-01,-2.166673220636245178e-01,-1.590203228767484711e-01,-9.808592194055552882e-02,-4.582564358504990359e-02,1.113963580162271455e-02,7.107717491100593032e-02
6.230195403598531162e-02,1.238226185010475183e-01,1.835924362135691879e-01,2.405839898057165471e-01,2.976622086258182698e-01,3.512263848607097838e-01,3.966787940045936045e-01,4.322078260368467095e-01,4.639682661726928781e-01,4.856149202061059156e-01,5.137722829557053172e-01,5.535589977334461897e-01,5.588385920308329702e-01,5.580688461921733401e-01,5.492849860127214656e-01,5.223962807598622193e-01,4.820433749885199015e-01,4.404360479932019623e-01,3.996543290657696423e-01,3.534027723757331985e-01,3.036557577647166495e-01,2.508547336741260847e-01,1.976274377349086231e-01,1.415594282171874219e-01,8.357409395666968999e-02,2.260669299541018945e-02,-3.806252885871470176e-02,-9.846685700479633485e-02,-1.507773000380689399e-01,-1.950690036075372058e-01,-2.287115168552579236e-01,-2.772121596035300728e-01,-3.264441180011211641e-01,-3.660314149605008449e-01,-3.829884125150650465e-01,-3.919750727111802058e-01,-4.179751027718514034e-01,-4.030458274049105172e-01,-4.060225533137728493e-01,-3.811037205921117832e-01,-3.827484821744704946e-01,-3.478908973375829383e-01,-3.137521437467842844e-01,-2.784249328571065107e-01,-2.262558647113907806e-01,-1.691405561177964645e-01,-1.086306728532220878e-01,-5.554639250703400505e-02,1.938142972185442296e-03,6.230195403598517284e-02
5.354206624442723467e-02,1.150434694465347352e-01,1.749264949430862359e-01,2.320378178351970300e-01,2.888181967806868200e-01,3.421939752539812085e-01,3.880597723085921769e-01,4.247461441319474451e-01,4.577782109408169986e-01,4.808406274992018115e-01,5.077549846811463263e-01,5.435767899614589727e-01,5.485093663316221724e-01,5.476332863631421244e-01,5.383332839044233653e-01,5.126350587243923007e-01,4.748962298018445383e-01,4.348793830571561214e-01,3.942175092416231319e-01,3.480607122433657663e-01,2.984578632076990146e-01,2.455622890468090180e-01,1.916627197849075648e-01,1.350756732057894483e-01,7.628149296788022671e-02,1.513749916214355250e-02,-4.550413882548568628e-02,-1.059085066931236413e-01,-1.591246271781203425e-01,-2.055007928226423586e-01,-2.417738559567229328e-01,-2.896972578569599333e-01,-3.373949473341596450e-01,-3.754691239276236603e-01,-3.935986452708860606e-01,-4.041807629495380305e-01,-4.279388777858542103e-01,-4.153463387331105539e-01,-4.171517375153399598e-01,-3.938766012940499994e-01,-3.917325072777400607e-01,-3.576151473592484309e-01,-3.233746412158696182e-01,-2.869802010817636417e-01,-2.358363370371112933e-01,-1.794023632484402775e-01,-1.194528756817485882e-01,-6.509051313815636397e-02,-7.197261503253257579e-03,5.354206624442706813e-02
4.480322874110320708e-02,1.062829346297311378e-01,1.662346975081819000e-01,2.237398432003032955e-01,2.800225658579468813e-01,3.331348457414660125e-01,3.794414384466770485e-01,4.173913484800879092e-01,4.509581548326866973e-01,4.758405284091999365e-01,5.016806799439874620e-01,5.328064630824730363e-01,5.382471727826917407e-01,5.369568937493781613e-01,5.271281884695133702e-01,5.028667271727781385e-01,4.675749465425246276e-01,4.290682657883793660e-01,3.885992275372786575e-01,3.427857082893182028e-01,2.932052911207078671e-01,2.402725686013468531e-01,1.857277726921685301e-01,1.284818515536122474e-01,6.913482152888010546e-02,7.781093722841479592e-03,-5.309316998459393672e-02,-1.132525283768507918e-01,-1.675337877994913516e-01,-2.155588278518196788e-01,-2.550476371277412002e-01,-3.021693477107457171e-01,-3.481152899468014095e-01,-3.847182465073184510e-01,-4.045369022711303164e-01,-4.165528953834784498e-01,-4.373380217859452190e-01,-4.278021689954447093e-01,-4.281166860495129178e-01,-4.066518098876298892e-01,-4.003158811386806626e-01,-3.673797322398795195e-01,-3.329406963946542342e-01,-2.953360448941011462e-01,-2.451986801025151375e-01,-1.893123811826122049e-01,-1.302739441916199448e-01,-7.464473878001591511e-02,-1.620138436051944339e-02,4.480322874110304054e-02
3.589977740382751387e-02,9.744021936639964132e-02,1.576367209884870779e-01,2.154910888588968954e-01,2.715716019543142901e-01,3.242411783853917928e-01,3.708190050791933534e-01,4.100364878937403090e-01,4.440935500640245670e-01,4.706039780849296528e-01,4.954735644446053300e-01,5.214251917069792075e-01,5.279080777064097951e-01,5.262925061628802581e-01,5.158536946072831419e-01,4.932058893012650769e-01,4.604153241108709937e-01,4.233764278539026149e-01,3.830721301043601978e-01,3.373345463577022696e-01,2.879160069566100710e-01,2.349256599225286735e-01,1.794920830654366528e-01,1.216967332954613928e-01,6.172549062115982588e-02,2.293434892186490062e-04,-6.082493026163545563e-02,-1.207448640493333503e-01,-1.760384808629094078e-01,-2.256341153835633717e-01,-2.683015158291676139e-01,-3.145512048186257514e-01,-3.583652436526592044e-01,-3.936355080525457129e-01,-4.152456329068390239e-01,-4.291460159687576770e-01,-4.462662769503786819e-01,-4.405481290510546155e-01,-4.385127823103445177e-01,-4.199352622093944221e-01,-4.086239502164505932e-01,-3.773881892203775901e-01,-3.425138720012458893e-01,-3.035380879996819048e-01,-2.543231961260488116e-01,-1.992275855942423068e-01,-1.412608099507892123e-01,-8.436802949146469943e-02,-2.536670163972094133e-02,3.589977740382737509e-02
