7.793329415816620254e-02,1.124333036833962823e-01,1.478951944093940540e-01,1.764005286747765966e-01,2.215624259598283907e-01,2.636183306368911072e-01,3.099834960189854494e-01,3.479652006369790551e-01,3.984474553922691120e-01,4.488986930761474370e-01,4.994014482785296694e-01,5.498190880242668221e-01,5.999678829103934907e-01,6.489832689670417265e-01,6.984606367430155061e-01,7.424848225853757366e-01,7.855579530880192340e-01,8.242587996933763428e-01,8.654082287216019465e-01,9.102060985947474370e-01,9.397320120150314260e-01,9.732113834106851380e-01
8.435545162163060606e-02,1.148715433784487372e-01,1.425455009575282150e-01,1.801606598134502246e-01,2.225194223389673209e-01,2.637073839063889813e-01,3.079887273708131201e-01,3.534783729291225973e-01,4.024094147034819602e-01,4.507668966590810955e-01,5.000289988892627768e-01,5.501371537107656584e-01,6.002054910245521180e-01,6.486850452260740640e-01,6.940193848507508756e-01,7.400133941263521420e-01,7.856070663347197724e-01,8.283734908595017377e-01,8.611927555047687033e-01,9.051368985227907782e-01,9.405736105782411816e-01,9.670743480603953834e-01
8.641289401045038066e-02,1.140258191859151310e-01,1.462018708674933665e-01,1.831421916816626250e-01,2.189411605467840860e-01,2.613148422504958379e-01,3.067961211495564000e-01,3.542277669292188680e-01,4.029600415196614716e-01,4.503347840821764758e-01,5.006479971820165797e-01,5.508436456744247867e-01,6.001542770959001905e-01,6.476527532990959957e-01,6.942702348872601403e-01,7.422995666180479679e-01,7.861565971321599067e-01,8.297838429508911373e-01,8.659690874764460755e-01,9.051125074255877978e-01,9.433163044940157116e-01,9.656434586413227272e-01
8.683797150111742524e-02,1.189103597434622989e-01,1.490594845384047296e-01,1.847884049485334912e-01,2.183067853229494482e-01,2.611188535524373022e-01,3.071979044832364725e-01,3.538469329483950321e-01,4.023548004467753514e-01,4.508904987338684944e-01,5.008463694745551864e-01,5.508615627488459010e-01,5.998129639518198220e-01,6.473794119386108159e-01,6.953286662877539159e-01,7.424214336158513339e-01,7.873091161585903386e-01,8.293748129315693385e-01,8.689447030831778385e-01,9.007865356701858506e-01,9.388318742954896434e-01,9.653909845452119942e-01
8.631243746920340409e-02,1.235643867997075485e-01,1.510516136124814557e-01,1.839374525216802003e-01,2.193266812772445840e-01,2.620755023710179543e-01,3.073949081752357371e-01,3.537729808283744948e-01,4.023215357981905216e-01,4.517051792332691940e-01,5.008718123216480134e-01,5.508319390844166330e-01,5.985513945744871389e-01,6.472217121184026256e-01,6.955129470589993534e-01,7.410222347444649360e-01,7.866353312941004594e-01,8.272173409708865055e-01,8.670085348342411180e-01,8.961592597563020623e-01,9.326371078484526622e-01,9.653087889677716138e-01
8.500623512550795069e-02,1.254397602315117377e-01,1.540095947310264057e-01,1.831588646381795138e-01,2.202200125507384476e-01,2.616699947616335509e-01,3.069739905862371998e-01,3.531448501584350530e-01,4.018276194941245438e-01,4.513066505161973385e-01,5.001687159970271690e-01,5.501751245803776502e-01,5.979657449471971198e-01,6.468527976125818535e-01,6.949319312578726704e-01,7.399265718213796639e-01,7.860349994814791463e-01,8.263946302205916750e-01,8.644991851492961343e-01,8.952722152551706447e-01,9.298117589779312242e-01,9.673633452603651595e-01
8.381274197626589761e-02,1.252727524095363643e-01,1.538996790760971956e-01,1.817845541547914445e-01,2.211702189866578128e-01,2.612298874828467010e-01,3.066806769300879920e-01,3.532683304893216025e-01,4.016972011986217894e-01,4.513864090676772411e-01,4.999539789787596500e-01,5.500060984882245707e-01,5.978448301637462325e-01,6.466551690109204609e-01,6.943071864387461156e-01,7.395538824679637191e-01,7.858560860367264089e-01,8.261664511570573355e-01,8.638221451425371900e-01,8.971398985342433630e-01,9.289481331276033815e-01,9.698391880009225030e-01
8.038511785623694839e-02,1.230152239521561108e-01,1.519919976911077164e-01,1.814981576723481982e-01,2.215006996430582409e-01,2.612146808234107054e-01,3.068319721049985183e-01,3.535912852412602669e-01,4.014813154973749243e-01,4.510379512501269117e-01,4.998485054926306015e-01,5.499572526844568321e-01,5.983924841173272613e-01,6.471586375218638665e-01,6.939191593090553445e-01,7.399888293182372845e-01,7.863198295627069623e-01,8.273426769064856634e-01,8.649168135981410988e-01,9.000832516278221007e-01,9.298445592571912277e-01,9.725310187026378062e-01
7.495848379557930319e-02,1.191757144461887269e-01,1.492905552699849425e-01,1.806343192174978962e-01,2.203235720292207600e-01,2.611645168970712083e-01,3.068645095501810194e-01,3.540765397196417030e-01,4.011891471342227122e-01,4.506983035522004188e-01,4.998457099028967288e-01,5.499677418727941802e-01,5.985650978098964181e-01,6.473880513155149119e-01,6.937548078105376659e-01,7.406179281939618830e-01,7.873001543081832310e-01,8.292348804065826640e-01,8.663071923690596199e-01,9.022527153088524265e-01,9.318532682329715433e-01,9.750832216744164116e-01
7.093904175749539409e-02,1.157194641048946981e-01,1.467246196849907314e-01,1.798424034132371507e-01,2.195028364705084445e-01,2.609807840723483152e-01,3.066812355061318551e-01,3.540647220479907209e-01,4.010947247025381523e-01,4.503895759622126294e-01,4.997380565034081346e-01,5.498108851800396213e-01,5.987818710033608882e-01,6.474841267145585721e-01,6.939216107864573102e-01,7.412651086429288272e-01,7.880381330962934472e-01,8.296427274379399863e-01,8.676958970643509073e-01,9.045284481494515472e-01,9.342762003379553315e-01,9.773133889291097942e-01
6.750549950167926416e-02,1.117748042234751743e-01,1.450259096446801510e-01,1.784906614994229979e-01,2.182951618659393911e-01,2.601901205355681146e-01,3.061432118550793668e-01,3.536496724064657204e-01,4.006532841394057631e-01,4.499389392316145431e-01,4.996117815582107879e-01,5.497553332535015658e-01,5.992708950436074211e-01,6.481503317185004498e-01,6.945788768873168983e-01,7.420457751325623130e-01,7.888422103808024888e-01,8.299035141019355244e-01,8.686111743888051961e-01,9.058167248732433841e-01,9.379728246550027571e-01,9.804483523762103081e-01
6.392317278687634219e-02,1.080596832021513132e-01,1.429011539902291794e-01,1.768028335285368180e-01,2.173125122454702685e-01,2.594329769737137026e-01,3.056627652132989370e-01,3.532332480860166934e-01,4.006569402556354187e-01,4.498948745086855938e-01,4.996974642201993388e-01,5.497367491633952108e-01,5.994414836213985964e-01,6.483687895922845001e-01,6.949341606548185002e-01,7.423958391325520267e-01,7.891085839098758159e-01,8.298439089972189375e-01,8.700872515419656450e-01,9.081878127736325856e-01,9.420697331468611546e-01,9.842112199525139271e-01
6.018727597306801347e-02,1.039292706996799848e-01,1.407146522616713469e-01,1.749643617157716213e-01,2.162148153925939342e-01,2.589407372768326443e-01,3.051840619689945022e-01,3.527795773198508233e-01,4.005957650620818877e-01,4.498633656191439179e-01,4.998583054726690733e-01,5.499713697190315997e-01,5.999049739423777394e-01,6.489741215105582217e-01,6.957023682473941761e-01,7.428788042882821241e-01,7.893848225354783699e-01,8.302205704674859854e-01,8.715866804780331156e-01,9.101461360460836314e-01,9.458968326265195792e-01,9.876824415403921975e-01
5.702083039647658225e-02,1.003050897879422115e-01,1.381373089511503116e-01,1.732253495401631371e-01,2.146894655567798404e-01,2.583751254604592096e-01,3.045235078829683917e-01,3.522932231352846610e-01,4.004817166941419537e-01,4.498227542564779968e-01,4.998457312148230081e-01,5.499349553076896546e-01,5.998418512270823344e-01,6.490174601178900771e-01,6.960639746167429642e-01,7.429857864868301132e-01,7.892294022625420125e-01,8.306948455477578541e-01,8.729105570943860304e-01,9.119033679714241281e-01,9.491654034304678467e-01,9.906976802916963587e-01
5.427614808207850000e-02,9.728147496334474398e-02,1.355775332306894121e-01,1.722701816870725877e-01,2.139865016586300628e-01,2.581545607336357406e-01,3.040694166579694935e-01,3.518942312692812657e-01,4.004943671646498116e-01,4.498340838738169589e-01,4.998076661381589680e-01,5.498742742951246987e-01,5.997548239290217964e-01,6.489942110053712465e-01,6.963642971734709253e-01,7.434770433498842923e-01,7.896459286846019276e-01,8.321554243096032089e-01,8.747411930132965585e-01,9.138651561964111769e-01,9.525852536265045911e-01,9.937434015163185697e-01
